employee_id,department,designation,age,salary,joining_date,last_promotion_date,experience_years,performance_rating,is_active
emp_331,Finance,ANALYST,150,,2021/07/15,01/04/2021,8,2,yes
,sales,,unknown,₹75000,,2022-03-01,8,1,yes
,,Analyst,-5,,2021/07/15,,1,1,no
,IT,Manager,22,85000,2019-05-10,01/04/2021,12,poor,no
emp_335,it ,,60,55000,,invalid,8,5,False
emp_336,HR ,,45,N/A,10/06/2020,,-2,3,True
emp_337,Sales,Senior Analyst,,85000,invalid,2022-03-01,3,,no
emp_338,,mgr,22,35000,2021/07/15,2022-03-01,-2,3,no
,Finance,Senior Analyst,-5,55000,,01/04/2021,1,3,False
EMP1340,,Manager,unknown,₹75000,,,ten,5,True
EMP1341,Finance,Manager,45,N/A,10/06/2020,01/04/2021,5,poor,yes
EMP1342,it ,mgr,150,55000,,invalid,,poor,yes
emp_343,HR,mgr,22,,,,-2,2,yes
,IT,,-5,35000,invalid,invalid,1,poor,
,Sales,mgr,22,₹75000,invalid,,12,4,yes
,Sales,mgr,150,250000,10/06/2020,invalid,ten,2,
,sales,Senior Analyst,60,N/A,invalid,invalid,3,excellent,yes
EMP1348,HR,mgr,35,55000,,invalid,3,2,yes
EMP1349,Sales,Manager,,₹75000,10/06/2020,01/04/2021,3,,False
EMP1350,it ,Senior Analyst,45,85000,10/06/2020,2022-03-01,1,,yes
emp_351,,mgr,45,120000,,01/04/2021,1,5,no
,Sales,Analyst,45,₹75000,,invalid,-2,excellent,no
emp_353,Sales,Senior Analyst,22,35000,,01/04/2021,ten,excellent,False
,sales,Manager,35,35000,invalid,,-2,4,no
,it ,Manager,45,120000,,invalid,,3,no
,IT,Manager,22,85000,invalid,01/04/2021,ten,2,no
EMP1357,Finance,Senior Analyst,45,,,,3,4,True
EMP1358,IT,Manager,45,55000,invalid,invalid,5,excellent,yes
EMP1359,HR,Analyst,unknown,,2019-05-10,,ten,5,yes
emp_360,HR,,150,85000,2021/07/15,01/04/2021,3,1,False
emp_361,it ,ANALYST,45,35000,invalid,2022-03-01,,1,
,,ANALYST,unknown,85000,2019-05-10,01/04/2021,5,,True
,sales,Senior Analyst,28,250000,,invalid,8,5,True
emp_364,HR,ANALYST,60,250000,2021/07/15,,-2,5,no
emp_365,IT,,-5,85000,2021/07/15,2022-03-01,-2,poor,False
EMP1366,it ,mgr,28,55000,10/06/2020,01/04/2021,-2,5,False
EMP1367,it ,,28,85000,invalid,2022-03-01,3,4,False
,HR,Manager,,,,2022-03-01,8,excellent,yes
emp_369,Sales,Senior Analyst,150,85000,10/06/2020,,3,5,True
emp_370,sales,Manager,28,,,2022-03-01,1,poor,no
,Sales,Manager,60,250000,2021/07/15,01/04/2021,3,3,False
EMP1372,Sales,Manager,45,250000,2021/07/15,,,2,False
,HR,,150,N/A,10/06/2020,2022-03-01,3,4,no
,Finance,Senior Analyst,150,,,01/04/2021,1,,False
EMP1375,,Analyst,150,,invalid,01/04/2021,12,,yes
,IT,Manager,,85000,invalid,01/04/2021,3,2,yes
EMP1377,HR,,35,35000,10/06/2020,01/04/2021,12,2,True
,HR ,Senior Analyst,-5,35000,,2022-03-01,3,2,True
EMP1379,Finance,Senior Analyst,-5,N/A,2021/07/15,01/04/2021,8,excellent,yes
emp_380,Finance,Senior Analyst,45,₹75000,invalid,2022-03-01,ten,5,yes
,,,60,,2019-05-10,invalid,8,5,False
,,mgr,150,35000,,2022-03-01,8,4,True
emp_383,Finance,mgr,60,N/A,,01/04/2021,-2,3,yes
EMP1384,Finance,Manager,45,85000,2021/07/15,,12,3,yes
,it ,Manager,45,,10/06/2020,01/04/2021,-2,5,True
,HR,Manager,60,250000,10/06/2020,01/04/2021,-2,2,True
emp_387,IT,,28,85000,2019-05-10,invalid,12,,True
,it ,mgr,60,250000,,,12,3,
EMP1389,Finance,,28,₹75000,10/06/2020,2022-03-01,-2,2,yes
emp_390,,mgr,60,35000,2021/07/15,01/04/2021,8,excellent,no
,HR ,mgr,35,85000,2021/07/15,,1,,False
,Sales,mgr,28,85000,2021/07/15,,5,excellent,
,Finance,Manager,60,35000,invalid,,1,4,
,Finance,mgr,22,N/A,2019-05-10,,,poor,
,HR,ANALYST,45,N/A,2019-05-10,,12,3,True
emp_396,Finance,mgr,150,,,01/04/2021,1,excellent,False
,Sales,ANALYST,22,250000,2021/07/15,invalid,8,5,no
EMP1398,it ,ANALYST,28,120000,10/06/2020,invalid,5,,no
,Finance,ANALYST,60,250000,invalid,,1,3,True
EMP1400,sales,Manager,60,250000,10/06/2020,2022-03-01,3,3,no
EMP1401,Finance,Analyst,22,250000,,invalid,1,1,
,sales,Manager,28,120000,2019-05-10,,ten,5,no
emp_403,it ,Manager,35,120000,2019-05-10,01/04/2021,5,4,True
emp_404,,mgr,-5,N/A,,invalid,12,1,no
emp_405,HR,Manager,unknown,250000,2019-05-10,invalid,-2,poor,no
EMP1406,Sales,Senior Analyst,28,85000,invalid,2022-03-01,12,3,no
EMP1407,IT,mgr,45,₹75000,2021/07/15,,,poor,True
EMP1408,IT,,22,N/A,10/06/2020,invalid,-2,4,True
EMP1409,Sales,Analyst,150,120000,2019-05-10,invalid,5,poor,yes
emp_410,,Analyst,28,N/A,2021/07/15,,12,poor,False
,sales,Analyst,-5,85000,invalid,01/04/2021,-2,3,True
EMP1412,it ,Senior Analyst,35,55000,,01/04/2021,-2,2,True
,Sales,Senior Analyst,45,₹75000,2021/07/15,,ten,5,no
EMP1414,Sales,,45,,invalid,,,3,True
,HR ,,22,55000,invalid,invalid,3,3,yes
,HR,mgr,45,120000,2021/07/15,01/04/2021,1,,False
,sales,,60,₹75000,,01/04/2021,,3,False
,HR ,ANALYST,28,250000,2021/07/15,invalid,12,2,False
,sales,Senior Analyst,unknown,85000,10/06/2020,,3,1,False
,IT,,-5,85000,2021/07/15,,5,excellent,no
EMP1421,it ,Manager,35,120000,10/06/2020,invalid,1,2,
,Sales,Manager,35,₹75000,invalid,invalid,,3,False
,HR,,,,2021/07/15,01/04/2021,12,2,False
EMP1424,it ,,35,35000,2021/07/15,invalid,-2,poor,True
,Sales,ANALYST,-5,120000,10/06/2020,invalid,12,3,no
EMP1426,it ,Manager,22,85000,10/06/2020,01/04/2021,12,5,yes
emp_427,,Manager,-5,55000,2019-05-10,invalid,1,4,no
,Finance,Senior Analyst,22,N/A,,2022-03-01,1,2,
,,ANALYST,unknown,55000,2021/07/15,,3,2,True
emp_430,HR,mgr,22,120000,10/06/2020,01/04/2021,,,True
EMP1431,,mgr,,35000,invalid,invalid,1,,yes
emp_432,Sales,,-5,,2021/07/15,invalid,-2,,no
,Sales,mgr,45,35000,2021/07/15,2022-03-01,,2,
EMP1434,it ,,60,55000,2019-05-10,01/04/2021,-2,1,
,sales,,-5,N/A,,2022-03-01,5,,False
,HR ,mgr,22,N/A,2019-05-10,2022-03-01,12,1,no
EMP1437,Finance,Manager,45,85000,invalid,01/04/2021,8,poor,yes
,,mgr,,N/A,invalid,invalid,,4,yes
emp_439,IT,mgr,-5,55000,2019-05-10,01/04/2021,8,3,False
EMP1440,HR,ANALYST,-5,250000,invalid,01/04/2021,8,,no
,sales,mgr,150,35000,,01/04/2021,ten,1,no
emp_442,Sales,ANALYST,,250000,invalid,,-2,poor,
EMP1443,it ,ANALYST,35,85000,10/06/2020,invalid,3,3,
EMP1444,Sales,Senior Analyst,28,85000,2021/07/15,invalid,3,1,False
emp_445,HR,Analyst,-5,N/A,2021/07/15,2022-03-01,1,2,False
,IT,Analyst,45,,10/06/2020,,-2,,yes
,Sales,mgr,150,35000,2019-05-10,01/04/2021,8,poor,False
EMP1448,it ,Senior Analyst,150,₹75000,10/06/2020,,ten,,False
EMP1449,IT,mgr,28,250000,2019-05-10,01/04/2021,ten,5,yes
,sales,mgr,35,85000,invalid,2022-03-01,12,excellent,no
,it ,mgr,-5,85000,,2022-03-01,8,3,
emp_452,HR,Manager,45,55000,10/06/2020,,ten,5,no
,sales,mgr,-5,₹75000,2021/07/15,2022-03-01,5,poor,True
,HR ,ANALYST,28,35000,invalid,01/04/2021,3,poor,False
EMP1455,Sales,mgr,35,250000,invalid,invalid,5,poor,True
EMP1456,,Analyst,45,35000,10/06/2020,2022-03-01,1,5,
emp_457,IT,Senior Analyst,22,,2021/07/15,invalid,8,3,True
,it ,ANALYST,45,N/A,,01/04/2021,3,1,False
emp_459,,Manager,150,120000,10/06/2020,invalid,8,3,
,Sales,Senior Analyst,28,120000,invalid,01/04/2021,ten,5,yes
,HR ,,,,,invalid,3,excellent,True
,HR ,ANALYST,22,35000,2021/07/15,2022-03-01,12,2,
emp_463,Finance,mgr,unknown,250000,2021/07/15,,12,4,yes
,IT,ANALYST,45,₹75000,2021/07/15,,8,1,True
emp_465,IT,Analyst,unknown,N/A,10/06/2020,2022-03-01,-2,,True
emp_466,HR,Senior Analyst,-5,,,invalid,1,5,
EMP1467,Finance,ANALYST,150,,10/06/2020,01/04/2021,,poor,yes
,it ,Analyst,-5,120000,10/06/2020,invalid,8,1,no
,HR ,,35,120000,2019-05-10,invalid,1,,True
EMP1470,HR ,mgr,35,250000,2021/07/15,2022-03-01,1,excellent,True
,Sales,ANALYST,,250000,2021/07/15,,ten,3,False
emp_472,Finance,Senior Analyst,150,120000,10/06/2020,,8,4,no
,Sales,ANALYST,unknown,35000,invalid,invalid,ten,1,
,sales,Analyst,-5,55000,,,ten,1,True
EMP1475,Finance,mgr,,250000,invalid,,12,excellent,
,HR,,28,N/A,2021/07/15,invalid,5,1,
,sales,mgr,150,120000,2019-05-10,2022-03-01,5,4,yes
,HR,Senior Analyst,22,N/A,2021/07/15,2022-03-01,8,5,False
EMP1479,,Analyst,45,120000,10/06/2020,01/04/2021,1,3,
,sales,Senior Analyst,60,N/A,2019-05-10,01/04/2021,5,2,yes
EMP1481,it ,,28,N/A,10/06/2020,01/04/2021,-2,1,yes
emp_482,Finance,,22,85000,2021/07/15,01/04/2021,5,poor,False
emp_483,sales,,60,N/A,invalid,,12,1,
,HR ,Senior Analyst,unknown,35000,2019-05-10,2022-03-01,12,poor,
EMP1485,Sales,mgr,28,55000,2021/07/15,invalid,-2,2,yes
emp_486,HR,ANALYST,35,35000,,invalid,5,1,no
emp_487,Finance,Senior Analyst,unknown,120000,2021/07/15,2022-03-01,1,5,yes
,HR,mgr,unknown,₹75000,2019-05-10,invalid,,2,yes
EMP1489,sales,,,N/A,2019-05-10,,5,1,yes
,it ,mgr,,55000,10/06/2020,invalid,3,excellent,False
EMP1491,Sales,Senior Analyst,unknown,,,2022-03-01,3,,True
EMP1492,Sales,Manager,,85000,2019-05-10,,-2,3,no
,sales,ANALYST,22,₹75000,2019-05-10,invalid,-2,4,False
emp_494,HR,Senior Analyst,22,55000,,invalid,8,3,False
,HR,ANALYST,-5,85000,10/06/2020,invalid,-2,2,yes
,Finance,,45,55000,2019-05-10,2022-03-01,12,4,yes
,Finance,ANALYST,,,2019-05-10,2022-03-01,8,1,no
EMP1498,it ,Manager,45,N/A,10/06/2020,invalid,3,3,
EMP1499,Sales,ANALYST,,55000,2021/07/15,01/04/2021,,,
,sales,mgr,-5,250000,2019-05-10,2022-03-01,3,poor,no
,,Senior Analyst,60,N/A,invalid,2022-03-01,,2,False
EMP1502,it ,,150,35000,10/06/2020,,1,4,False
emp_503,IT,Manager,35,35000,2021/07/15,,ten,5,
emp_504,it ,Senior Analyst,-5,250000,2021/07/15,2022-03-01,5,5,no
emp_505,Finance,Manager,22,120000,10/06/2020,invalid,3,5,True
EMP1506,it ,Analyst,45,85000,2019-05-10,invalid,3,excellent,False
emp_507,sales,Manager,60,35000,2021/07/15,invalid,5,5,no
,HR ,Analyst,60,85000,2021/07/15,01/04/2021,8,1,True
,HR,Analyst,unknown,35000,,invalid,1,poor,True
emp_510,it ,Senior Analyst,unknown,250000,2021/07/15,invalid,5,4,True
emp_511,sales,Senior Analyst,28,120000,invalid,,ten,1,yes
,Finance,Senior Analyst,60,120000,10/06/2020,2022-03-01,ten,3,yes
,it ,mgr,45,85000,2021/07/15,01/04/2021,12,4,
emp_514,it ,Analyst,35,,10/06/2020,invalid,8,poor,True
,,Manager,unknown,85000,2019-05-10,invalid,ten,excellent,True
,it ,Senior Analyst,45,,2019-05-10,,8,excellent,True
emp_517,Finance,Manager,-5,85000,2019-05-10,01/04/2021,5,3,no
emp_518,Finance,ANALYST,45,85000,10/06/2020,,12,excellent,False
EMP1519,Finance,Manager,-5,N/A,2021/07/15,invalid,8,1,False
,it ,Analyst,45,120000,invalid,2022-03-01,1,3,True
emp_521,it ,Analyst,60,,invalid,2022-03-01,1,,
EMP1522,Finance,Analyst,35,₹75000,2021/07/15,,3,2,yes
,,Senior Analyst,-5,,10/06/2020,2022-03-01,1,3,False
emp_524,HR ,Senior Analyst,unknown,250000,invalid,2022-03-01,3,excellent,no
emp_525,sales,Manager,-5,250000,10/06/2020,2022-03-01,1,1,False
emp_526,sales,Manager,35,,2021/07/15,invalid,ten,1,True
,sales,Manager,60,,invalid,01/04/2021,12,3,no
EMP1528,HR,Senior Analyst,60,85000,2021/07/15,,3,poor,yes
emp_529,,,28,250000,10/06/2020,invalid,1,5,no
emp_530,,ANALYST,35,120000,10/06/2020,,,poor,yes
EMP1531,,ANALYST,45,₹75000,2019-05-10,invalid,ten,4,no
emp_532,Finance,mgr,35,35000,invalid,2022-03-01,-2,2,no
emp_533,HR,mgr,-5,,invalid,,,poor,False
,,Manager,45,55000,10/06/2020,01/04/2021,8,excellent,False
,HR,ANALYST,28,35000,10/06/2020,invalid,3,4,yes
,IT,Senior Analyst,150,55000,invalid,01/04/2021,5,poor,True
EMP1537,IT,Analyst,45,120000,2021/07/15,2022-03-01,5,3,True
EMP1538,,mgr,60,N/A,2021/07/15,01/04/2021,1,3,True
,Sales,ANALYST,unknown,,10/06/2020,01/04/2021,-2,1,no
,IT,Senior Analyst,60,N/A,,2022-03-01,-2,4,False
EMP1541,HR,Analyst,45,35000,2019-05-10,invalid,8,poor,yes
,sales,mgr,28,120000,,,-2,excellent,no
,HR,ANALYST,35,250000,invalid,invalid,5,1,
,sales,Manager,45,120000,2019-05-10,invalid,,poor,yes
,HR ,,22,35000,,invalid,8,excellent,
,HR ,Senior Analyst,28,85000,10/06/2020,01/04/2021,,,False
,,,35,85000,2019-05-10,2022-03-01,ten,3,True
,IT,Manager,60,35000,2021/07/15,01/04/2021,,1,no
,HR,Manager,150,250000,2021/07/15,2022-03-01,ten,4,False
emp_550,it ,mgr,28,N/A,,01/04/2021,12,poor,
,HR,Senior Analyst,unknown,₹75000,,,12,,no
,,Analyst,60,35000,invalid,,,,yes
emp_553,IT,Manager,150,,invalid,2022-03-01,8,2,yes
,sales,,28,55000,2019-05-10,,12,3,no
,HR,Analyst,-5,35000,2019-05-10,invalid,12,3,no
,HR ,Senior Analyst,,35000,2021/07/15,01/04/2021,8,3,
,Sales,Manager,22,55000,invalid,invalid,-2,1,True
,,Manager,45,₹75000,10/06/2020,,,2,True
EMP1559,IT,ANALYST,60,250000,2021/07/15,,8,5,False
,,ANALYST,unknown,250000,10/06/2020,2022-03-01,-2,3,True
,HR ,ANALYST,45,,10/06/2020,,3,excellent,True
,HR ,,unknown,,2021/07/15,invalid,,,no
emp_563,,ANALYST,-5,35000,,2022-03-01,3,4,
,sales,Senior Analyst,-5,₹75000,,,,1,False
,IT,mgr,45,250000,2019-05-10,2022-03-01,3,,True
EMP1566,HR ,Manager,,N/A,invalid,2022-03-01,1,1,no
emp_567,,ANALYST,45,₹75000,10/06/2020,2022-03-01,1,5,
EMP1568,it ,Senior Analyst,60,55000,invalid,invalid,3,1,False
EMP1569,sales,Analyst,22,250000,invalid,,,3,
emp_570,,Analyst,35,₹75000,10/06/2020,invalid,8,,
,Sales,,150,120000,2019-05-10,invalid,5,1,False
EMP1572,it ,Analyst,22,120000,2021/07/15,invalid,8,excellent,
,HR ,mgr,60,₹75000,10/06/2020,01/04/2021,5,1,False
,HR ,Analyst,150,35000,invalid,invalid,,,False
,it ,Analyst,22,₹75000,,,3,4,
,it ,Analyst,,250000,2021/07/15,01/04/2021,1,2,
,IT,mgr,-5,₹75000,2019-05-10,invalid,5,poor,True
,HR,ANALYST,45,N/A,2021/07/15,01/04/2021,3,5,yes
EMP1579,HR,,28,85000,invalid,01/04/2021,1,5,no
,,Senior Analyst,28,55000,,2022-03-01,8,3,False
EMP1581,HR ,Senior Analyst,45,55000,2019-05-10,invalid,8,excellent,True
EMP1582,sales,Senior Analyst,unknown,₹75000,invalid,01/04/2021,1,excellent,False
EMP1583,sales,,45,85000,2021/07/15,invalid,5,1,yes
EMP1584,Finance,Manager,150,,2019-05-10,invalid,-2,excellent,no
emp_585,IT,Senior Analyst,60,85000,2021/07/15,,8,excellent,False
emp_586,Sales,Manager,,35000,,2022-03-01,,excellent,no
emp_587,HR ,ANALYST,-5,250000,10/06/2020,01/04/2021,ten,5,yes
emp_588,,Manager,150,35000,2019-05-10,2022-03-01,-2,3,
emp_589,sales,Manager,unknown,55000,2019-05-10,01/04/2021,1,poor,yes
,Finance,mgr,unknown,55000,2021/07/15,01/04/2021,8,2,True
,HR,ANALYST,-5,85000,2019-05-10,,1,3,yes
emp_592,HR,ANALYST,28,,2021/07/15,2022-03-01,8,,no
EMP1593,Finance,ANALYST,28,,2019-05-10,,,2,
EMP1594,sales,,-5,N/A,invalid,invalid,3,5,True
EMP1595,Sales,,-5,55000,invalid,2022-03-01,12,1,
,it ,Senior Analyst,150,120000,10/06/2020,01/04/2021,12,1,yes
EMP1597,it ,,45,250000,,01/04/2021,12,5,
EMP1598,IT,ANALYST,unknown,55000,invalid,,5,5,False
,HR,ANALYST,-5,85000,,,1,2,True
,HR ,Analyst,-5,,2019-05-10,01/04/2021,1,poor,False
EMP1601,,Senior Analyst,22,N/A,invalid,,5,3,True
,sales,ANALYST,,N/A,invalid,01/04/2021,-2,,yes
,Sales,,unknown,120000,invalid,invalid,,1,True
EMP1604,IT,,35,35000,10/06/2020,invalid,3,excellent,yes
,,mgr,-5,₹75000,2019-05-10,01/04/2021,5,,True
,Finance,,unknown,55000,,,5,5,yes
,sales,Analyst,-5,N/A,2021/07/15,01/04/2021,,4,yes
emp_608,IT,mgr,-5,35000,2019-05-10,2022-03-01,-2,1,yes
,HR ,mgr,unknown,₹75000,2021/07/15,2022-03-01,12,2,no
,it ,Manager,35,120000,10/06/2020,invalid,12,3,True
emp_611,Sales,Analyst,22,₹75000,2021/07/15,2022-03-01,-2,4,False
EMP1612,HR ,,35,₹75000,invalid,invalid,,excellent,no
emp_613,Sales,,unknown,₹75000,invalid,01/04/2021,3,4,no
EMP1614,Finance,Analyst,,35000,10/06/2020,01/04/2021,12,poor,no
,it ,mgr,,85000,10/06/2020,,,poor,no
,,mgr,35,₹75000,2019-05-10,,3,4,yes
emp_617,Finance,Analyst,-5,120000,10/06/2020,2022-03-01,8,2,yes
emp_618,it ,ANALYST,45,250000,2021/07/15,,12,5,True
,IT,Manager,35,120000,10/06/2020,01/04/2021,-2,5,False
,IT,Analyst,150,N/A,2021/07/15,invalid,12,2,False
,sales,ANALYST,35,₹75000,invalid,01/04/2021,ten,1,False
EMP1622,IT,mgr,unknown,120000,10/06/2020,,ten,2,
,,Senior Analyst,22,N/A,invalid,01/04/2021,5,excellent,no
emp_624,HR ,Manager,,N/A,2019-05-10,,ten,poor,True
,HR ,Senior Analyst,150,₹75000,2019-05-10,01/04/2021,8,2,True
,,Senior Analyst,45,35000,10/06/2020,,1,poor,yes
emp_627,it ,Senior Analyst,22,N/A,2021/07/15,,ten,1,False
emp_628,HR ,Analyst,45,85000,2021/07/15,invalid,3,1,no
emp_629,IT,mgr,45,35000,2019-05-10,2022-03-01,ten,excellent,True
EMP1630,IT,,,N/A,10/06/2020,,5,excellent,
emp_631,Sales,Senior Analyst,28,,invalid,2022-03-01,-2,excellent,no
,IT,Analyst,150,55000,invalid,2022-03-01,3,,False
,,,22,35000,invalid,,-2,poor,
,sales,,28,55000,2019-05-10,invalid,5,1,False
EMP1635,HR ,Manager,28,35000,10/06/2020,,3,1,True
EMP1636,IT,Senior Analyst,-5,250000,,invalid,-2,3,yes
,HR ,Analyst,unknown,55000,10/06/2020,invalid,5,poor,
emp_638,IT,mgr,-5,₹75000,,invalid,ten,4,True
,Finance,mgr,-5,85000,invalid,2022-03-01,3,,
EMP1640,IT,,22,35000,invalid,2022-03-01,1,1,yes
EMP1641,,mgr,,35000,,,5,5,
,HR,Senior Analyst,45,250000,,invalid,-2,3,yes
EMP1643,IT,Senior Analyst,-5,₹75000,10/06/2020,01/04/2021,,3,
EMP1644,Finance,,-5,55000,2021/07/15,invalid,1,1,
,sales,Manager,45,,2021/07/15,invalid,-2,1,no
emp_646,IT,,22,₹75000,10/06/2020,invalid,5,3,yes
EMP1647,HR,Senior Analyst,22,250000,10/06/2020,invalid,8,1,True
emp_648,it ,,unknown,,10/06/2020,,,poor,False
,HR ,mgr,28,N/A,10/06/2020,2022-03-01,-2,4,yes
,it ,Senior Analyst,45,,invalid,,,4,yes
emp_651,it ,Senior Analyst,unknown,,2021/07/15,01/04/2021,8,excellent,True
,Sales,,28,55000,,01/04/2021,8,,False
,it ,ANALYST,28,₹75000,2019-05-10,2022-03-01,1,,yes
,sales,,150,₹75000,invalid,invalid,8,4,True
,Finance,Manager,60,35000,invalid,invalid,-2,1,yes
EMP1656,,mgr,,120000,2019-05-10,invalid,8,2,True
emp_657,it ,Analyst,unknown,120000,,invalid,1,2,True
,sales,mgr,35,250000,invalid,invalid,,3,yes
emp_659,it ,Manager,22,85000,2019-05-10,01/04/2021,5,5,no
emp_660,Finance,,22,120000,2021/07/15,2022-03-01,12,1,yes
,sales,mgr,-5,₹75000,2021/07/15,,1,3,
